price,currency,country,iso,source,city,yr,property_type,area_m2,detail
2502517.0,,Pakistan,,pk_open_data,,,,,property_id
2799588.0,,Pakistan,,pk_open_data,,,,,property_id
3130278.0,,Pakistan,,pk_open_data,,,,,property_id
425947.0,,Pakistan,,pk_open_data,,,,,property_id
487921.0,,Pakistan,,pk_open_data,,,,,property_id
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
,,Qatar,,qa_data_gov,,,,,"['year', 'type_of_property', 'ljnsy', 'nationality', 'value']"
